date,jour,heure,salle,lieu,cours,statut,places_restantes,capacite,presents,locked,finie,releve
2026-06-02,Mardi,09:00,The Hot Room,,Burning Barre My Fit Barre by Valérie ®️,presque complet,1,,,True,,2026-06-02 01:05
2026-06-02,Mardi,10:00,The Hot Room,,Burning Barre My Fit Barre by Valérie ®️,disponible,,,,True,,2026-06-02 01:05
2026-06-02,Mardi,11:00,The Hot Room,,Burning Core Shape LauraN,disponible,,,,True,,2026-06-02 10:43
2026-06-02,Mardi,11:30,The Hot Room,,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,,,True,,2026-06-02 10:43
2026-06-02,Mardi,11:30,The Reformer Room,,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,,,True,,2026-06-02 10:43
2026-06-02,Mardi,12:15,The Hot Room,,Full Body On Fire Lou,complet,0,,,True,,2026-06-02 10:43
2026-06-02,Mardi,13:15,The Hot Room,,Full Body On Fire Lou,disponible,,,,True,,2026-06-02 01:05
2026-06-02,Mardi,14:30,The Hot Room,,Burning Barre Golda,presque complet,1,,,True,,2026-06-02 10:43
2026-06-02,Mardi,15:30,The Hot Room,,Burning Barre Golda,disponible,,,,True,,2026-06-02 14:49
2026-06-02,Mardi,16:30,The Hot Room,,Burning Core Shape Marguerite,disponible,,,,True,,2026-06-02 14:49
2026-06-02,Mardi,17:00,The Hot Room,,Semi - private reformer Kelly • Reformer,disponible,,,,True,,2026-06-02 14:49
2026-06-02,Mardi,17:00,The Reformer Room,,Semi - private reformer Kelly • Reformer,disponible,,,,True,,2026-06-02 14:49
2026-06-02,Mardi,17:30,The Hot Room,,Burning Core Shape Marguerite,complet,0,,,True,,2026-06-02 14:49
2026-06-02,Mardi,18:00,The Hot Room,,Semi - private reformer Kelly • Reformer,disponible,,,,True,,2026-06-02 14:49
2026-06-02,Mardi,18:00,The Reformer Room,,Semi - private reformer Kelly • Reformer,disponible,,,,True,,2026-06-02 14:49
2026-06-02,Mardi,18:30,The Hot Room,,Burning Core Shape Laura,complet,0,,,True,,2026-06-02 14:49
2026-06-02,Mardi,19:00,The Hot Room,,Semi - private reformer Kelly • Reformer,disponible,,,,True,,2026-06-02 14:49
2026-06-02,Mardi,19:00,The Reformer Room,,Semi - private reformer Kelly • Reformer,disponible,,,,True,,2026-06-02 14:49
2026-06-02,Mardi,19:30,The Hot Room,,Burning Core Shape Laura,complet,0,,,True,,2026-06-02 14:49
2026-06-02,Mardi,20:30,The Hot Room,,Burning Core Shape Jeremie,disponible,,,,True,,2026-06-02 19:47
2026-06-02,Mardi,21:30,The Hot Room,,Burning Core Shape Jeremie,disponible,,,,True,,2026-06-02 19:47
2026-06-03,Mercredi,07:00,The Hot Room,,Full Body On Fire Sirine,complet,0,,,True,,2026-06-03 01:18
2026-06-03,Mercredi,08:00,The Hot Room,,Full Body On Fire Sirine,complet,0,,,True,,2026-06-03 01:18
2026-06-03,Mercredi,09:00,The Hot Room,,Burning Barre My Fit Barre by Valérie ®️,disponible,,,,True,,2026-06-03 01:18
2026-06-03,Mercredi,10:00,The Hot Room,,Burning Barre My Fit Barre by Valérie ®️,disponible,,,,True,,2026-06-03 01:18
2026-06-03,Mercredi,11:00,The Hot Room,,Full Body On Fire Nabil,complet,0,,,True,,2026-06-03 01:18
2026-06-03,Mercredi,11:30,The Hot Room,,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,,,True,,2026-06-03 11:01
2026-06-03,Mercredi,11:30,The Reformer Room,,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,,,True,,2026-06-03 11:01
2026-06-03,Mercredi,12:15,The Hot Room,,Burning Core Shape Marguerite,disponible,,,,True,,2026-06-03 11:01
2026-06-03,Mercredi,12:30,The Hot Room,,Semi - private reformer Delphine,disponible,,,,True,,2026-06-03 11:01
2026-06-03,Mercredi,12:30,The Reformer Room,,Semi - private reformer Delphine,disponible,,,,True,,2026-06-03 11:01
2026-06-03,Mercredi,13:15,The Hot Room,,Burning Core Shape Marguerite,disponible,,,,True,,2026-06-03 11:01
2026-06-03,Mercredi,13:30,The Hot Room,,Semi - private reformer Delphine,disponible,,,,True,,2026-06-03 11:01
2026-06-03,Mercredi,13:30,The Reformer Room,,Semi - private reformer Delphine,disponible,,,,True,,2026-06-03 11:01
2026-06-03,Mercredi,14:30,The Hot Room,,Burning Barre Kim,disponible,,,,True,,2026-06-03 11:01
2026-06-03,Mercredi,15:30,The Hot Room,,Burning Barre Kim,disponible,,,,True,,2026-06-03 11:01
2026-06-03,Mercredi,16:30,The Hot Room,,Burning Core Shape Lou,disponible,,,,True,,2026-06-03 16:15
2026-06-03,Mercredi,17:30,The Hot Room,,Full Body On Fire Rikash,presque complet,1,,,True,,2026-06-03 16:15
2026-06-03,Mercredi,18:00,The Hot Room,,Semi - private reformer Sarah E,disponible,,,,True,,2026-06-03 16:15
2026-06-03,Mercredi,18:00,The Reformer Room,,Semi - private reformer Sarah E,disponible,,,,True,,2026-06-03 16:15
2026-06-03,Mercredi,18:30,The Hot Room,,Burning Flow Nina,disponible,,,,True,,2026-06-03 16:15
2026-06-03,Mercredi,19:30,The Hot Room,,Burning Rituals Nina,disponible,,,,True,,2026-06-03 16:15
2026-06-03,Mercredi,20:30,The Hot Room,,Burning Core Shape Carla,presque complet,1,,,True,,2026-06-03 16:15
2026-06-03,Mercredi,21:30,The Hot Room,,Burning Core Shape Carla,disponible,,,,True,,2026-06-03 16:15
2026-06-04,Jeudi,11:00,The Hot Room,,Burning Core Shape Laura,presque complet,1,,,True,,2026-06-04 10:25
2026-06-04,Jeudi,12:15,The Hot Room,,Full Body On Fire Guilherme,presque complet,1,,,True,,2026-06-04 10:25
2026-06-04,Jeudi,13:15,The Hot Room,,Full Body On Fire Guilherme,disponible,,,,True,,2026-06-04 10:25
2026-06-04,Jeudi,16:30,The Hot Room,,Burning Flow Nina,disponible,,,,True,,2026-06-04 13:35
2026-06-04,Jeudi,17:30,The Hot Room,,Burning Rituals Nina,disponible,,,,True,,2026-06-04 13:35
2026-06-04,Jeudi,18:30,The Hot Room,,Burning Core Shape Capucine,complet,0,,,True,,2026-06-04 17:35
2026-06-04,Jeudi,19:30,The Hot Room,,Burning Core Shape Capucine,complet,0,,,True,,2026-06-04 13:35
2026-06-04,Jeudi,20:30,The Hot Room,,Full Body On Fire Rikash,disponible,,,,True,,2026-06-04 20:26
2026-06-04,Jeudi,21:30,The Hot Room,,Full Body On Fire Rikash,disponible,,,,True,,2026-06-04 17:35
2026-06-05,Vendredi,07:45,The Hot Room,The Hot Room,Burning Core Shape Capucine,complet,0,25,25,True,False,2026-06-05 00:26
2026-06-05,Vendredi,08:45,The Hot Room,The Hot Room,Burning Core Shape Capucine,presque complet,1,25,24,True,False,2026-06-05 00:26
2026-06-05,Vendredi,09:45,The Hot Room,The Hot Room,Burning Core Shape Laura,complet,0,25,25,True,False,2026-06-05 00:26
2026-06-05,Vendredi,10:30,The Hot Room,The Hot Room,Semi - private reformer Jessika • Reformer,disponible,,25,0,True,False,2026-06-05 10:13
2026-06-05,Vendredi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika • Reformer,disponible,,25,0,True,False,2026-06-05 10:13
2026-06-05,Vendredi,10:45,The Hot Room,The Hot Room,Burning Core Shape Laura,presque complet,1,25,24,True,False,2026-06-05 10:13
2026-06-05,Vendredi,11:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-05 10:13
2026-06-05,Vendredi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-05 10:13
2026-06-05,Vendredi,12:15,The Hot Room,The Hot Room,Burning Barre Lou,disponible,,25,0,True,False,2026-06-05 10:13
2026-06-05,Vendredi,12:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-05 10:13
2026-06-05,Vendredi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-05 10:13
2026-06-05,Vendredi,13:15,The Hot Room,The Hot Room,Burning Core Shape Lou,disponible,,25,0,True,False,2026-06-05 10:13
2026-06-05,Vendredi,13:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-05 10:13
2026-06-05,Vendredi,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-05 10:13
2026-06-05,Vendredi,14:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,complet,0,25,25,True,False,2026-06-05 13:44
2026-06-05,Vendredi,15:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,presque complet,1,25,24,True,False,2026-06-05 10:13
2026-06-05,Vendredi,16:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,False,2026-06-05 10:13
2026-06-05,Vendredi,17:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,True,2026-06-05 17:23
2026-06-05,Vendredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-06-05 13:44
2026-06-05,Vendredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-06-05 13:44
2026-06-05,Vendredi,18:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,presque complet,1,25,24,True,False,2026-06-05 17:23
2026-06-05,Vendredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-06-05 13:44
2026-06-05,Vendredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-06-05 13:44
2026-06-05,Vendredi,19:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,False,2026-06-05 17:23
2026-06-06,Samedi,09:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,True,2026-06-06 09:21
2026-06-06,Samedi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,True,2026-06-06 09:21
2026-06-06,Samedi,10:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-06-06 09:21
2026-06-06,Samedi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-06-06 09:21
2026-06-06,Samedi,11:00,The Hot Room,The Hot Room,Burning Barre Golda,complet,0,25,25,True,False,2026-06-06 09:21
2026-06-06,Samedi,11:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,complet,0,25,25,True,False,2026-06-06 00:44
2026-06-06,Samedi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,complet,0,25,25,True,False,2026-06-06 09:21
2026-06-06,Samedi,12:00,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-06-06 11:35
2026-06-06,Samedi,12:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-06-06 11:35
2026-06-06,Samedi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-06-06 11:35
2026-06-06,Samedi,13:00,The Hot Room,The Hot Room,Burning Core Shape LauraN,disponible,,25,0,True,False,2026-06-06 11:35
2026-06-06,Samedi,16:00,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-06-06 13:40
2026-06-06,Samedi,16:30,The Hot Room,The Hot Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-06-06 16:02
2026-06-06,Samedi,16:30,The Reformer Room,The Reformer Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-06-06 16:02
2026-06-06,Samedi,17:00,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-06-06 16:02
2026-06-06,Samedi,17:30,The Hot Room,The Hot Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-06-06 09:21
2026-06-06,Samedi,17:30,The Reformer Room,The Reformer Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-06-06 09:21
2026-06-06,Samedi,18:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,True,2026-06-06 17:53
2026-06-06,Samedi,18:30,The Hot Room,The Hot Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-06-06 09:21
2026-06-06,Samedi,18:30,The Reformer Room,The Reformer Room,Semi - private reformer Mattis • Reformer,disponible,,25,0,True,False,2026-06-06 09:21
2026-06-06,Samedi,19:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-06-06 16:02
2026-06-07,Dimanche,10:00,The Hot Room,The Hot Room,Burning Flow Marine,complet,0,25,25,True,True,2026-06-07 09:59
2026-06-07,Dimanche,13:15,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-06-07 12:35
2026-06-07,Dimanche,16:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-06-07 14:24
2026-06-07,Dimanche,17:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-06-07 16:31
2026-06-07,Dimanche,18:00,The Hot Room,The Hot Room,Burning Core Shape Soukaïna,disponible,,25,0,True,False,2026-06-07 16:31
2026-06-07,Dimanche,19:00,The Hot Room,The Hot Room,Burning Core Shape Soukaïna,disponible,,25,0,True,False,2026-06-07 14:24
2026-06-07,Dimanche,20:00,The Hot Room,The Hot Room,Full Body On Fire Alexandra,complet,0,25,25,True,False,2026-06-07 16:31
2026-06-08,Lundi,07:30,The Hot Room,The Hot Room,Full Body On Fire Fleur,disponible,,25,0,True,False,2026-06-08 00:40
2026-06-08,Lundi,08:30,The Hot Room,The Hot Room,Full Body On Fire Fleur,complet,0,25,25,True,False,2026-06-08 00:40
2026-06-08,Lundi,08:30,The Hot Room,The Hot Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-06-08 00:40
2026-06-08,Lundi,08:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-06-08 00:40
2026-06-08,Lundi,09:30,The Hot Room,The Hot Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-06-08 00:40
2026-06-08,Lundi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-06-08 00:40
2026-06-08,Lundi,10:00,The Hot Room,The Hot Room,Full Body On Fire Alexandra,disponible,,25,0,True,False,2026-06-08 00:40
2026-06-08,Lundi,11:00,The Hot Room,The Hot Room,Full Body On Fire Alexandra,disponible,,25,0,True,False,2026-06-08 00:40
2026-06-08,Lundi,11:30,The Hot Room,The Hot Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-06-08 00:40
2026-06-08,Lundi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-06-08 00:40
2026-06-08,Lundi,12:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-06-08 11:00
2026-06-08,Lundi,12:30,The Hot Room,The Hot Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-06-08 00:40
2026-06-08,Lundi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-06-08 11:00
2026-06-08,Lundi,13:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-06-08 11:00
2026-06-08,Lundi,16:30,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-06-08 15:15
2026-06-08,Lundi,17:30,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-06-08 15:15
2026-06-08,Lundi,18:00,The Hot Room,The Hot Room,Semi - private reformer Sarah • Reformer,complet,0,25,25,True,False,2026-06-08 15:15
2026-06-08,Lundi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah • Reformer,complet,0,25,25,True,False,2026-06-08 15:15
2026-06-08,Lundi,18:30,The Hot Room,The Hot Room,Burning Barre Alana,disponible,,25,0,True,False,2026-06-08 15:15
2026-06-08,Lundi,19:00,The Hot Room,The Hot Room,Semi - private reformer Sarah • Reformer,disponible,,25,0,True,True,2026-06-08 18:57
2026-06-08,Lundi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah • Reformer,complet,0,25,25,False,False,2026-06-08 15:15
2026-06-08,Lundi,19:30,The Hot Room,The Hot Room,Burning Barre Alana,disponible,,25,0,False,False,2026-06-08 15:15
2026-06-08,Lundi,20:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,complet,0,25,25,False,False,2026-06-08 18:57
2026-06-08,Lundi,21:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,presque complet,1,25,24,False,False,2026-06-08 15:15
